,artist,title,year,groundtruth,height,width
T00406,William Gear,Feature in Landscape,1960,O,1219,813
N01690,Edwin Edwards,The Thames from a Wharf at Waterloo Bridge,1866,L,654,1448
T01139,Ebenezer Newman Downard,"A Mountain Path at Capel Curig, Wales",1860,L,352,502
N04963,Charles Cundall,Building in Berkeley Square,1938,L,806,648
N03423,Charles Conder,The Plum Tree,1891,O,800,451
T13200,Prunella Clough,Stack,1993,O,1510,1880
T00032,Robert Buhler,Barnett Freedman,1947,P,762,635
N05006,Henry Bishop,"Sirocco, Tetuan",1907,O,305,356
N04698,Henry Bishop,"Shakespeare’s Cliff, Dover",1933,L,641,768
N01392,John Zephaniah Bell,Cardinal Bourchier Urges the Widow of Edward IV to Let her Son out of Sanctuary,1868,O,1321,1765
T14001,Jan Wyck,A Cavalry Battle below a Fortress,1672,O,985,1252
T12272,Fred Williams,Riverbed D,1981,O,1748,1368
N01654,George Frederic Watts,Russell Gurney,1875,P,635,508
T14868,Marie-Louise Von Motesiczky,People on a Train,1920,P,392,281
TW1814,Joseph Mallord William Turner,Venus and Adonis (‘Adonis Departing for the Chase’),1803,O,1490,1194
TW1073,Joseph Mallord William Turner,"East Cowes Castle, the Seat of J. Nash, Esq.; the Regatta Beating to Windward",1828,L,902,1207
T07610,Jean Spencer,[no title],1997,O,1127,1501
T07608,Jean Spencer,[no title],1997,O,1127,1501
N04677,Ernest Leopold Sichel,Musical Instruments,1895,O,533,1181
T02372,James Seymour,Mr Russell on his Bay Hunter,1740,O,876,1108
N04099,Sir Walter Russell,The Blue Dress,1911,P,1005,753
T14299,Victor Pasmore,Interior with Reclining Women,1944,O,1134,3002
T12546,Jock McFadyen,Purfleet: from Dracula’s Garden,2001,L,1675,3350
T00304,Mane-Katz,Orchestra,1949,O,540,650
T00208,Evert Lundquist,Woman in Red,1956,O,1000,902
N04006,"Frederic, Lord Leighton","Puerta de los Vientos, near Ronda, Spain",1886,L,213,419
T03122,Ivon Hitchens,Balcony at Cambridge,1929,O,508,610
N00334,William Hilton the Younger,Study of Editha’s Head for ‘Editha and the Monks’,1834,P,522,663
T11914,René Daniëls,Mystic Transportation,1987,O,1506,2003
N03632,John Sell Cotman,The Drop Gate,1826,L,349,260
N05326,Philip Connard,Winter at Richmond,1938,L,508,686
T03450,Prunella Clough,Yellow Mesh,1981,O,1227,1912
T14097,Gillian Carnegie,Untitled,2008,O,754,504
N06178,Rodney J. Burn,Bembridge,1952,L,813,1016
T13277,Francis Alÿs,Untitled,2000,O,159,208
TW0886,Joseph Mallord William Turner,Scene in Derbyshire [formerly ‘Near Northcourt in the Isle of Wight’],1827,L,437,613
N02991,Joseph Mallord William Turner,"Overlooking the Coast, with Classical Building",1827,L,603,845
TW0358,Joseph Mallord William Turner,"Linlithgow Palace, Scotland",1810,L,914,1220
T00216,Adrian Stokes,Olive Trees,1958,O,762,635
N05944,Elliott Seabrooke,Evening at Zandvoort,1949,L,640,922
T00066,Sir Joshua Reynolds,Mrs Richard Cumberland,1763,P,749,635
T01776,Alastair Morton,Opus 15 (Light Blue and Yellow),1938,O,686,991
T00630,Edward Lear,View of Reggio and the Straits of Messina,1852,L,514,822
T06982,Peter Kinley,Two Cows,1983,O,2085,2872
T06879,Peter Kinley,Figure in a Doorway,1967,O,1374,1830
N01320,Cornelius Johnson,Apolonius Veth,1644,P,781,635
N06218,Alvaro Guevara,The Artist’s Mother,1919,P,267,197
N05925,Thomas Gainsborough,Sir Francis Gregg,1770,P,749,629
T00086,Gianni Dova,Sudden Aggression,1955,O,597,800
N04427,Emma Ciardi,Diaphanous Day,1924,O,603,807
T01815,Attributed to John Butts,Poachers: View in the Dargle,1760,L,686,899
T00789,Peter Angellis,Conversation Piece,1715,O,937,797
T03539,John Vanderbank,"A Youth of the Lee Family, Probably William Lee of Totteridge Park",1738,P,1679,1068
N04764,"Unknown artist, Britain",Greenwich Hospital,1750,L,337,900
TW0866,Joseph Mallord William Turner,"Dunstanborough Castle, N.E. Coast of Northumberland. Sun-rise after a Squally Night",1798,L,920,1230
T03584,Adrian Stokes,Still Life: Last Eleven (No. 7),1972,O,356,457
N03392,Alfred Stevens,The Hon. and Rev. Samuel Best,1840,P,514,483
N02213,Alfred Stevens,Portrait of a Man,1839,P,416,454
T07412,James Rielly,Older Man,1995,O,1829,1522
T01890,Robert Ladbrooke,Wood Scene,1806,L,600,743
T13410,Robert Holyhead,Untitled,2010,O,436,332
T03123,Ivon Hitchens,Abstract Composition,1934,O,679,1019
N00335,William Hilton the Younger,Study of a Monk’s Head for ‘Editha and the Monks’,1834,P,495,356
N06221,Allan Gwynne-Jones,Peaches in a Basket,1948,O,343,432
T00475,Sir Lawrence Gowing,Path with Elder and Hazel,1959,O,635,762
N01073,John Singleton Copley,Study for ‘The Collapse of the Earl of Chatham’,1779,O,714,1045
T00236,Jack Clemente,Volcanic City,1957,O,1457,889
N01156,George Arnald,View on the Ouse at York,1803,L,1118,1410
T11836,John Wootton,"Viscount Weymouth’s Hunt: Mr Jackson, the Hon. Henry Villiers and the Hon. Thomas Villiers, with Hunters and Hounds",1733,O,4050,4310
N00315,Benjamin West,Sketch for ‘The Installation of the Order of the Garter’,1787,O,406,559
N05926,James Ward,A Spaniel Frightening Ducks,1821,O,1216,1819
N00387,Thomas Uwins,The Vintage in the Claret Vineyards of the South of France,1847,O,787,1549
D00899,"Unknown artist, Britain","Fragment of a Composition: A Ruin beyond a Lake, with Cattle in the Foreground",1780,L,201,152
TW1777,Joseph Mallord William Turner,Returning from the Ball (St Martha),1846,L,610,914
N05490,Attributed to Joseph Mallord William Turner,Diana and Callisto (after Wilson),1796,L,565,914
N02707,Joseph Mallord William Turner,"Barge on the River, Sunset",1806,L,851,1162
N04539,Alfred Thornton,St Germans,1897,L,762,1016
N06247,John Souch,George Puleston (?),1625,P,762,635
N06142,Walter Richard Sickert,Mrs Anna Knight,1941,P,1524,762
N01191,John Christian Schetky,Loss of the ‘Royal George’,1840,L,1060,1829
N06216,Claude Rogers,Eclipse at Blandford,1952,O,356,305
N04148,William Roberts,The Char,1924,O,432,330
N04426,Louise Pickard,The Green Balcony,1927,O,635,762
N04854,Isidore Opsomer,Vase with Dahlias,1935,O,600,498
N04468,Sir David Murray,Summer Haze in Sussex,1929,L,610,737
N00396,William Mulready,The Young Brother,1856,O,775,629
T00187,Rodrigo Moynihan,Yellow and Violet,1957,O,1270,1016
T03158,Rodrigo Moynihan,Figure in Studio,1977,P,410,330
N00324,Sir Thomas Lawrence,The Countess of Darnley,1825,P,690,565
N04882,Alexander Jamieson,The Tuileries Gardens and the Rue de Rivoli,1901,O,610,813
T07551,Josef Herman,The Rower,1948,O,640,767
N03555,Oliver Hall,Shap Moors,1919,L,1016,1270
T00473,Sheila Fell,Snowscape IV,1961,O,251,306
N02894,Frank L. Emanuel,Kensington Interior,1912,O,1340,1090
T06531,Jeffrey Dennis,The Confinement of Richard Dadd,1985,O,980,915
N05123,Catherine Dean,Sheep’s Skull and Ferns,1935,O,406,508
N00341,Sir Augustus Wall Callcott,Dutch Coast Scene,1832,L,686,914
N04858,Terrick Williams,"Quiet Twilight, Honfleur",1922,O,921,1270
N04556,George Frederic Watts,The Golden Age,1840,O,298,349
N04944,Dame Ethel Walker,The Hon. Mrs Adams,1901,P,902,743
N01997,Joseph Mallord William Turner,"Sketch for ‘East Cowes Castle, the Regatta Starting for Their Moorings’ No. 3",1827,O,451,610
N03385,Joseph Mallord William Turner,Dieppe: The Port from the Quai Henri IV,1827,L,603,892
T13667,Amikam Toren,Armchair Painting - Untitled (educating europe),1991,O,400,505
N02861,George Adolphus Storey,My Mother,1874,P,914,711
N04961,Sir Walter Russell,"High Tide, Blakeney",1938,L,470,749
T14121,Isabel Rawsthorne,Baboon and Child,1964,O,765,512
N00445,Frederick Richard Pickersgill,"Amoret, Aemylia and Prince Arthur, in the Cottage of Sclaunder",1845,O,591,889
N02877,John Opie,Mrs S.W. Reynolds,1795,P,950,820
N00353,Gilbert Stuart Newton,Yorick and the Grisette,1830,O,759,571
T12056,Markus Lüpertz,The Big Step,1968,O,3005,1518
T12857,Edwina Leapman,Untitled Deep Blue,1964,O,1388,1900
N04420,Marcellus Laroon the Younger,Interior with Figures,1750,O,457,385
N05431,Darsie Japp,Saddleback from Wallthwaite,1912,L,693,920
N04969,Edna Ginesi,"Landscape, North Wales",1937,L,639,812
T14248,Meredith Frampton,Portrait of Sir George Frampton,1925,P,595,489
N03450,Frederick W. Elwell,The ‘Beverley Arms’ Kitchen,1919,O,1283,1022
N00617,Sir William Fettes Douglas,Bibliomania,1852,O,889,1295
N03888,Arthur Devis,Portrait of a Man,1750,P,470,298
N04472,Sir George Clausen,A Dancer,1929,P,457,356
L02445,Jeffery Camp,Rocket Over Venice,1986,O,2440,1985
N05327,Reginald Brundrit,Fresh Air Stubbs,1938,O,965,889
N04475,Beatrice Bland,Striped Camellias,1927,O,457,349
N01175,James Ward,"Cattle-Piece, ? Marylebone Park",1807,O,743,1175
N00509,Joseph Mallord William Turner,The Loretto Necklace,1829,L,1308,1749
N05544,Joseph Mallord William Turner,Seaport in the Grand Style,1830,O,1727,2432
N03380,Joseph Mallord William Turner,Rocky Bay,1827,L,603,921
N02992,Joseph Mallord William Turner,"Landscape with Tower, Trees and Figures; possibly Arcueil near Paris",1827,L,600,886
TW1812,Joseph Mallord William Turner,"Ivy Bridge Mill, Devonshire",1812,O,890,1194
N00317,Thomas Stothard,The Vintage,1821,O,1048,1321
T03586,Adrian Stokes,Still Life: Last Eleven (No. 9),1972,O,508,534
T03583,Adrian Stokes,Still Life: Last Eleven (No. 8),1972,O,508,407
N05997,Sir William Rothenstein,Norman Hamlet,1910,L,495,597
T00925,John Inigo Richards,"Ivy Bridge, Devon",1768,L,406,498
T07653,David Reeb,Jerusalem Picture No.1,1997,O,1602,1400
N05025,John Phillip,The Antonia,1863,P,1118,914
T14524,John Pettie,On the Dark Continent,1890,P,767,513
T00643,Edward Penny,The Gossiping Blacksmith,1769,O,1257,1010
T12466,Mangelos (Dimitrije Bašicevic),Dialogue with Death,1971,O,462,334
N03397,Sir Charles Holroyd,Sketch of G.F. Watts,1897,P,559,406
L01426,Patrick Heron,"Scarlet, Emerald, and Orange : July-September 1976",1976,O,1015,1525
T00458,Martin Froy,Two Figures Summer ‘61,1961,O,1524,1219
N01558,Edwin Douglas,Alderneys (Mother and Daughter),1875,O,1422,1118
N04939,Charles Conder,Gibraltar from Algeciras,1905,L,749,940
T14955,Ida Cadorin Barbarigo,Tables and Chairs,1954,O,461,651
T14956,Ida Cadorin Barbarigo,Tables and Chairs II,1954,O,464,614
N01205,Frederick Lee Bridell,"The Woods of Sweet Chestnut above Varenna, Lake Como",1860,L,559,1505
N03848,Ethelbert White,Under the Hills,1923,L,406,368
N04937,James Ward,L’Amour de Cheval,1827,O,1448,2126
T13015,Marc Vaux,D1.6.,1961,O,1828,1828
N05492,Joseph Mallord William Turner,Scene in a Church or Vaulted Hall,1830,O,749,991
T03585,Adrian Stokes,Still Life: Last Eleven (No. 10),1972,O,559,759
T07612,Jean Spencer,[no title],1997,O,1127,1501
N04363,Nico Jungman,At Monnikendam,1922,O,635,762
T13409,Robert Holyhead,Untitled,2010,O,460,306
N04682,Vivian Forbes,The Fallen Statue,1932,O,380,550
N04895,Reginald G Eves,Max Beerbohm,1936,P,724,635
N04968,Raymond Coxon,Mountain Landscape,1938,L,914,1524
N04809,Alfred Clint,Hampstead from the South-East,1852,L,610,914
N05383,Ford Madox Brown,Platt Lane,1884,O,264,401
N00119,"Sir George Howland Beaumont, Bt","Landscape, with Jacques and the Wounded Stag",1819,L,756,1016
N00301,Richard Wilson,Strada Nomentana,1765,L,571,762
N05310,Benjamin West,View from the Terrace at Windsor,1792,L,283,371
TW0158,Joseph Mallord William Turner,"Somer-hill, near Tunbridge, the Seat of W.F. Woodgate, Esq.",1811,L,915,1223
T01155,Francis Towne,"Haldon Hall, near Exeter",1780,L,800,1257
T06891,Valerie Thornton,Bominaco (The Abruzzi),1988,O,917,1372
T14493,Franciszka Themerson,"Two Pious Persons Making their Way to Heaven, one propellered, one helicoptered, with a little angel below",1951,O,625,750
T07609,Jean Spencer,[no title],1997,O,1127,1501
T07607,Jean Spencer,[no title],1997,O,1127,1501
T07654,David Reeb,Clean,1999,O,1600,1402
N05839,John Hamilton Mortimer,III. The Hero Rescues the Prisoners,1775,O,762,635
N01463,William James Müller,View of Bologna: Capriccio with Eastern Figures,1835,O,603,902
N01498,John Prescott Knight,Sacking a Church at the Time of John Knox,1843,O,1460,1956
T00728,Ivon Hitchens,Coronation,1937,O,902,1219
N00178,William Hilton the Younger,Sir Calepine Rescuing Serena,1831,O,1378,2292
T01173,Benjamin Robert Haydon,Gentleman with a Horse,1844,O,632,762
T00559,Henri Hayden,The Red Plain,1962,L,540,730
T03396,James Turpin Hart,A Rustic Timepiece,1856,O,533,432
N05262,Allan Gwynne-Jones,The Mantelpiece,1939,O,406,508
T01040,Robyn Denny,Garden,1966,O,2438,1981
N04794,John Scarlett Davis,Interior of Amiens Cathedral,1841,O,737,1667
N05533,Joseph Mallord William Turner,Two Compositions: A Claudian Seaport and an Open Landscape,1825,O,337,603
N05502,Joseph Mallord William Turner,Dinner in a Great Room with Figures in Costume,1830,O,908,1219
T00563,Harold Town,"Tyranny of the Corner, Persian Set",1962,O,2038,1626
N02993,George Adolphus Storey,My Father,1868,P,584,495
N05086,Walter Richard Sickert,The Tottenham Distillery,1924,O,508,610
T14783,Alessandro Raho,Jessica,2011,O,2470,1700
T01493,Dorothy Mead,Chessboard,1958,O,760,640
N04704,Clara Klinghoffer,The Old Troubadour,1926,P,533,648
T01324,Humphrey Jennings,The House in the Woods,1939,O,432,533
N05794,Julius Caesar Ibbetson,An Unmarried Sailor’s Return,1800,O,464,603
T03443,Alan Green,One to Four,1982,O,1706,5118
N04978,Florence Engelbach,Roses,1934,O,356,406
N04387,Francis Cotes,A Gentleman with a Cane,1765,P,908,705
N05924,Edward Calvert,A Migration of Nomads: Arcadian Shepherds Moving Their Flocks by Dawn,1860,L,375,991
N05426,Thomas Woodward,Horses Surprised by Wolves,1842,O,733,1372
N00420,William Frederick Witherington,"Stepping Stones on the Machno, North Wales - Study from Nature",1844,O,635,762
N03136,Richard Wilson,"The Cock Tavern, Cheam, Surrey",1745,L,730,436
T14869,Marie-Louise Von Motesiczky,"Model, Vienna",1930,P,711,471
D04173,"Unknown artist, Britain",Dedham Vale,1795,L,215,266
N04765,"Unknown artist, Britain",Chelsea Hospital,1751,L,337,898
N05494,Joseph Mallord William Turner,Head of a Person Asleep,1835,O,244,302
N04220,Alfred Stevens,Samuel Pegler,1832,P,460,381
N04823,Mohammed Naghi Bey,"Religious Procession, Addis Ababa",1932,O,649,543
T07217,Lord Methuen,Bath,1950,L,760,1015
T12053,Brad Lochore,Ladder,1992,O,2998,1401
N05562,Morland Lewis,The Bandstand,1931,O,451,610
N01467,Rev. Richard Hume Lancaster,"Landscape, with a View of Oxford",1814,L,508,711
N04837,Beatrice How,L’Infirmière,1914,O,654,470
N04152,Arthur Boyd Houghton,Lady with a Book,1860,P,241,190
N01242,Thomas Christopher Hofland,Stirling Castle,1815,L,1321,1841
N05429,John Ferneley I,The Bay Horse,1826,O,838,1048
N00364,William Etty,"Window in Venice, during a Festa",1831,O,610,502
N01111,Attributed to John Sell Cotman,Wherries on Breydon,1808,O,546,787
T02333,John Bellany,Celtic Marriage,1978,O,2540,1270
N00120,Sir William Beechey,Joseph Nollekens,1812,P,762,635
L03890,Paule Vézelay,White Shapes in Movement,1930,O,380,460
T14413,Julian Trevelyan,Self-portrait with Mary,1960,O,1460,1244
T03579,Adrian Stokes,Still Life: Last Eleven (No. 4),1972,O,328,410
T00064,George Romney,Mrs Richard Cumberland and her Son Charles,1770,P,746,619
N05364,Frank Huddlestone Potter,A Quiet Corner: Miss E.A. Whelan,1887,P,406,305
T07489,Victor Pasmore,Seated Couple,1933,P,308,358
T03623,Paul Maitland,Factories Bordering the River,1886,O,257,370
T12858,Edwina Leapman,Untitled Orange,1964,O,1388,1900
N01460,Julius Caesar Ibbetson,Smugglers on the Irish Coast,1808,O,546,851
N03028,Mark Fisher,A Vision of the Sea,1915,L,628,755
N00343,Sir Augustus Wall Callcott,Wooden Bridge,1835,L,229,298
N00601,Sir William Boxall,Geraldine,1850,P,1156,838
T07584,James Boswell,Untitled (Iraq),1948,O,508,914
T15052,Wilhelmina Barns-Graham,"White, Black and Yellow (Composition February)",1957,O,1220,1980
T11838,John Wootton,Viscount Weymouth’s Hunt: Two Hunt Servants on Hunters beside a Cottage,1733,O,3450,2610
T14870,Marie-Louise Von Motesiczky,"Old Woman, Amersham",1942,P,1107,908
T14826,Unknown artist,Leon Trotsky,1980,P,575,466
N01998,Joseph Mallord William Turner,"Sketch for ‘East Cowes Castle, the Regatta Starting for Their Moorings’ No. 1",1827,L,464,616
TW0362,Joseph Mallord William Turner,Landscape / Castle from the Meadows,1845,L,920,1225
N05542,Joseph Mallord William Turner,Extensive Landscape with River or Estuary and a Distant Mountain,1830,L,1410,2515
T00130,Peter Kinley,Walking Figure,1957,O,1448,889
N00800,George Jones,"Lucknow: Evening. The Sufferers Besieged at Lucknow, Rescued by General Lord Clyde; November",1869,O,1092,2083
N03003,Oliver Hall,Avignon,1911,L,914,1219
N04233,Robin Guthrie,Head of a Woman,1921,P,508,406
N05396,Mark Fisher,Snow Scene,1894,L,457,660
N04788,Thomas Dugdale,The Red Jacket,1924,P,762,641
T02263,George Carline,Under a Midsummer Sun,1889,P,257,362
N05340,Reginald Brundrit,"Nutwith Common, Masham",1940,L,457,610
T00201,George Beare,"Portrait of a Gentleman, possibly Hugh Marriott",1746,P,759,632
N01039,Thomas Barker of Bath,Getting in Clover: Noon,1807,O,660,991
N02990,Joseph Mallord William Turner,"Claudian Composition, possibly Arcueil at Dawn (formerly titled ‘Ariccia (?): Sunset’)",1827,L,606,794
N05258,Albert Rutherston,"The Pump, Nash End",1931,L,406,508
T14120,Isabel Rawsthorne,Male Baboon,1964,O,512,768
N05797,Patrick Nasmyth,View on the Thames: Greenwich in the Distance,1820,O,660,908
T00113,Henry Inlander,Sienese Hills,1956,L,800,1003
N01678,Melton Fisher,In Realms of Fancy,1898,O,1225,1219
N03871,Mark Fisher,Road through Clover,1896,O,343,343
N05404,Frederick Etchells,Portrait,1911,P,610,508
N03544,John Downman,Lady Delaval (?),1792,P,781,781
T01919,Robyn Denny,Glass I. From Here,1971,O,2743,5182
N03673,Philip Connard,Summer,1922,O,711,914
N04855,Nadia Benois,Near La Garde Freinet,1935,L,635,762
L03891,Paule Vézelay,Strange Landscape,1933,O,650,809
N00475,Joseph Mallord William Turner,View of a Town,1798,L,241,324
N02696,Joseph Mallord William Turner,"Sketch for ‘Harvest Dinner, Kingston Bank’",1806,O,610,914
N02703,Joseph Mallord William Turner,River Scene with Weir in Middle Distance,1806,L,854,1156
TW0534,Joseph Mallord William Turner,"Line-Fishing, off Hastings",1835,L,584,762
N03841,A. Neville Lewis,"Charlie, a Little Gipsy Boy",1923,P,356,254
N00610,Charles Landseer,Bloodhound and Pups,1839,O,718,925
T00675,Clive Gardiner,"Churchyard, Old Town, St Mary’s IV",1956,L,254,357
T03426,John Ferneley I,"Defiance, a Brood Mare, with Reveller, a Foal",1833,O,712,940
N01921,Claude Calthrop,Meeting of Scottish Jacobites,1878,O,889,1270
T14958,Ida Cadorin Barbarigo,Unity in the Depth,2013,O,463,553
N00434,Penry Williams,Pilgrims Reposing at a Cross,1835,O,508,406
N06184,Philip Wilson Steer,The Outskirts of Montreuil,1907,L,965,1219
T07949,Nathan Oliveira,Stelae #21,1993,O,2133,1778
N06240,Augustus John OM,Gloxinia,1953,O,762,635
N04910,Julius Caesar Ibbetson,Two Children,1790,P,743,610
T00786,Joseph Farington,The Oak Tree,1785,L,764,737
T14106,John Closterman,Portrait of a Lady,1700,P,1256,1027
T14957,Ida Cadorin Barbarigo,Promenade,1963,O,1467,967
N01962,James Aumonier,The Black Mountains,1905,L,1219,1829
N05505,Joseph Mallord William Turner,Valley with a Distant Bridge and Tower,1825,L,911,1222
N05521,Joseph Mallord William Turner,A Sandy Beach,1825,L,600,914
T14411,Julian Trevelyan,Art Critics (Mescaline),1955,O,508,400
T00721,Adrian Stokes,Olive Terraces,1938,O,762,559
T00911,Marcellus Laroon the Younger,Riders Encountering a Figure of Fate,1730,O,905,699
N05041,Eve Kirk,Avignon,1939,L,502,730
N05793,Julius Caesar Ibbetson,A Married Sailor’s Return,1800,O,457,610
N05560,Attributed to Richard Wilson,"View of Carlton House, with a Royal Party in the Grounds",1732,L,635,756
